line_number,key,task,representation,kg,graph_id,prompt_type,temperature,temperature_label,cq_index,cq_complexity,endpoint,competency_question,sparql_query,syntax_ok,syntax_message,satisfiable,satisfiable_message,deterministic,deterministic_message,all_checks_passed,rows,variables,result_message,_line_number
682,sparql-ttl-kwg-cot-temp1.0-What are all the available flood-specific hazard attributes and their details related to all geographical places?,sparql,ttl,kwg,kwg,cot,1.0,temp1.0,8,moderate,<FUSEKI_SERVER>/kwg/sparql,What are all the available flood-specific hazard attributes and their details related to all geographical places?,"PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX sosa: <http://www.w3.org/ns/sosa/>
PREFIX geo: <http://www.opengis.net/ont/geosparql#>

SELECT DISTINCT ?floodHazard ?placeLabel ?attribute ?value
WHERE {
  VALUES ?floodType {
    kwg-ont:NOAAFlood
    kwg-ont:NOAAFlashFlood
    kwg-ont:NOAACoastalFlood
    kwg-ont:NOAALakeshoreFlood
  }
  ?floodHazard a ?floodType .

  {
    ?floodHazard ?attribute ?value .
  }
  UNION
  {
    ?obsCollection sosa:hasFeatureOfInterest ?floodHazard ;
                   sosa:hasMember ?observation .
    ?observation sosa:observedProperty ?attribute ;
                 sosa:hasSimpleResult ?value .
  }

  OPTIONAL {
    ?floodHazard kwg-ont:spatialRelation ?place .
    ?place a geo:Feature ;
           rdfs:label ?placeLabel .
  }
}
ORDER BY ?floodHazard ?attribute",True,OK,True,OK,True,OK,True,80,"[""floodHazard"", ""placeLabel"", ""attribute"", ""value""]",OK,682
683,sparql-nen-kwg_lite-0_shot-temp0.0-What are all the available climate-specific attributes related to all geographical places?,sparql,nen,kwg_lite,kwg_lite,0_shot,0.0,temp0.0,9,moderate,<FUSEKI_SERVER>/kwg_lite/sparql,What are all the available climate-specific attributes related to all geographical places?,"PREFIX kwgl-ont: <http://stko-kwg.geog.ucsb.edu/lod/lite-ontology/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT DISTINCT ?climate_attribute
WHERE {
  kwgl-ont:Place ?climate_attribute ?object .
  FILTER (
    CONTAINS(LCASE(STR(?climate_attribute)), ""temperature"") ||
    CONTAINS(LCASE(STR(?climate_attribute)), ""cooling"") ||
    CONTAINS(LCASE(STR(?climate_attribute)), ""heating"")
  )
}",True,OK,False,OK,True,OK,False,0,"[""climate_attribute""]",OK,683
684,sparql-nen-core_scholar_shallow-cot-temp0.0-What publications are associated with each field of study?,sparql,nen,core_scholar_shallow,core_scholar_shallow,cot,0.0,temp0.0,9,moderate,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What publications are associated with each field of study?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
SELECT ?fieldOfStudy ?publication
WHERE {
  ?publication a coress-ont:Publication ;
               coress-ont:associatedFieldOfStudy ?fieldOfStudy .
}",True,OK,True,OK,True,OK,True,10,"[""fieldOfStudy"", ""publication""]",OK,684
685,sparql-nen-kwg-cot-temp1.0-What are all the available tornado-specific hazard attributes related to all geographical places and how many are there?,sparql,nen,kwg,kwg,cot,1.0,temp1.0,6,moderate,<FUSEKI_SERVER>/kwg/sparql,What are all the available tornado-specific hazard attributes related to all geographical places and how many are there?,"PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT ?attribute (COUNT(?observation) AS ?count)
WHERE {
  ?tornado a kwg-ont:NOAATornado .
  ?observation sosa:hasFeatureOfInterest ?tornado ;
               sosa:observedProperty ?attribute .
}
GROUP BY ?attribute
ORDER BY DESC(?count)",True,OK,False,OK,True,OK,False,0,"[""attribute"", ""count""]",OK,685
686,sparql-axiom-core_scholar_rich-0_shot-temp1.0-What are all available universities and their city values?,sparql,axiom,core_scholar_rich,core_scholar_rich,0_shot,1.0,temp1.0,5,simple,<FUSEKI_SERVER>/core_scholar_rich/sparql,What are all available universities and their city values?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT ?university ?city
WHERE {
  ?university rdf:type coresr-ont:University .
  ?university coresr-ont:locatedAt ?location .
  ?location coresr-ont:atState ?state .
  ?state coresr-ont:inCity ?city .
}",True,OK,True,OK,True,OK,True,10,"[""university"", ""city""]",OK,686
687,sparql-nen-core_scholar_shallow-0_shot-temp0.0-What colleges are associated with universities in each city?,sparql,nen,core_scholar_shallow,core_scholar_shallow,0_shot,0.0,temp0.0,10,moderate,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What colleges are associated with universities in each city?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT ?city ?university ?college
WHERE {
    ?university a coress-ont:University ;
                coress-ont:atCity ?city .
    ?college a coress-ont:College ;
             coress-ont:collegeOf ?university .
}
ORDER BY ?city",True,OK,True,OK,True,OK,True,20,"[""city"", ""university"", ""college""]",OK,687
688,sparql-nen-kwg_lite-0_shot-temp1.0-What are all the available storm-specific hazard attributes and their details related to all geographical places?,sparql,nen,kwg_lite,kwg_lite,0_shot,1.0,temp1.0,7,moderate,<FUSEKI_SERVER>/kwg_lite/sparql,What are all the available storm-specific hazard attributes and their details related to all geographical places?,"PREFIX kwgl-ont: <http://stko-kwg.geog.ucsb.edu/lod/lite-ontology/>
PREFIX kwglr: <http://stko-kwg.geog.ucsb.edu/lod/lite-resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT ?placeName ?stormEvent ?stormName ?stormHazardType ?startDate ?endDate ?affectedArea ?cropDamage ?infraDamage ?deaths
WHERE {
  ?place a kwgl-ont:Place;
         kwgl-ont:hasName ?placeName.
  
  ?stormEvent kwgl-ont:hasImpacted ?place;
              kwgl-ont:hasHazardType ?stormHazardType.
  
  VALUES ?stormHazardType {
    kwglr:blizzard kwglr:dustStorm kwglr:iceStorm kwglr:marineHighWind
    kwglr:marineStrongWind kwglr:marineThunderstormWind kwglr:marineTropicalDepression
    kwglr:marineTropicalStorm kwglr:stormSurgeTide kwglr:strongWind
    kwglr:thunderstormWind kwglr:tornado kwglr:tropicalDepression
    kwglr:tropicalStorm kwglr:hurricane kwglr:winterStorm
  }
  
  OPTIONAL { ?stormEvent kwgl-ont:hasName ?stormName. }
  OPTIONAL { ?stormEvent kwgl-ont:hasStartDate ?startDate. }
  OPTIONAL { ?stormEvent kwgl-ont:hasEndDate ?endDate. }
  OPTIONAL { ?stormEvent kwgl-ont:affectedAreaInAcres ?affectedArea. }
  OPTIONAL { ?stormEvent kwgl-ont:damageToCropsInDollars ?cropDamage. }
  OPTIONAL { ?stormEvent kwgl-ont:damageToInfrastructureInDollars ?infraDamage. }
  OPTIONAL { ?stormEvent kwgl-ont:numberOfDeaths ?deaths. }
}",True,OK,False,OK,True,OK,False,0,"[""placeName"", ""stormEvent"", ""stormName"", ""stormHazardType"", ""startDate"", ""endDate"", ""affectedArea"", ""cropDamage"", ""infraDamage"", ""deaths""]",OK,688
689,sparql-axiom-core_scholar_shallow-0_shot-temp0.0-What are all available universities and their city values?,sparql,axiom,core_scholar_shallow,core_scholar_shallow,0_shot,0.0,temp0.0,5,simple,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What are all available universities and their city values?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT ?university ?city
WHERE {
  ?university rdf:type coress-ont:University .
  ?university coress-ont:atCity ?city .
}",True,OK,True,OK,True,OK,True,20,"[""university"", ""city""]",OK,689
690,sparql-nen-core_scholar_rich-cot-temp1.0-What agents work in or are associated with which departments?,sparql,nen,core_scholar_rich,core_scholar_rich,cot,1.0,temp1.0,8,moderate,<FUSEKI_SERVER>/core_scholar_rich/sparql,What agents work in or are associated with which departments?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
SELECT ?agent ?department
WHERE {
  ?agent coresr-ont:associatedWith ?department .
}",True,OK,True,OK,True,OK,True,20,"[""agent"", ""department""]",OK,690
691,sparql-ttl-kwg-0_shot-temp1.0-What are all the damage details available done by storm-specific hazards that are related to a geographical place within a certain temporal extent?,sparql,ttl,kwg,kwg,0_shot,1.0,temp1.0,15,complex,<FUSEKI_SERVER>/kwg/sparql,What are all the damage details available done by storm-specific hazards that are related to a geographical place within a certain temporal extent?,"PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX kwgr: <http://stko-kwg.geog.ucsb.edu/lod/resource/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>
PREFIX time: <http://www.w3.org/2006/time#>
PREFIX geo: <http://www.opengis.net/ont/geosparql#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT DISTINCT ?hazard ?placeName ?damagePropertyType ?damageValue ?startTime ?endTime
WHERE {
  ?hazardType rdfs:subClassOf* kwg-ont:NOAAHazardEvent .
  ?hazard a ?hazardType .

  ?impactObsCollection sosa:hasFeatureOfInterest ?hazard ;
                       a kwg-ont:ImpactObservationCollection ;
                       sosa:phenomenonTime ?interval .
                       
  ?interval time:hasBeginning/time:inXSDDateTime ?startTime .
  ?interval time:hasEnd/time:inXSDDateTime ?endTime .
  FILTER (?startTime >= ""2010-01-01T00:00:00Z""^^xsd:dateTime && ?endTime <= ""2012-12-31T23:59:59Z""^^xsd:dateTime)

  ?impactObsCollection sosa:hasMember ?impactObs .
  ?impactObs sosa:observedProperty ?damagePropertyType ;
             sosa:hasSimpleResult ?damageValue .
             
  VALUES ?damagePropertyType { 
    kwgr:impactObservableProperty.damageProperty 
    kwgr:impactObservableProperty.damageCrop 
  }

  ?hazard kwg-ont:spatialRelation ?place .
  ?place a kwg-ont:AdministrativeRegion ;
         rdfs:label ?placeName .
}",True,OK,False,OK,True,OK,False,0,"[""hazard"", ""placeName"", ""damagePropertyType"", ""damageValue"", ""startTime"", ""endTime""]",OK,691
692,sparql-nen-core_scholar_rich-0_shot-temp1.0-What are all available universities and their city values?,sparql,nen,core_scholar_rich,core_scholar_rich,0_shot,1.0,temp1.0,5,simple,<FUSEKI_SERVER>/core_scholar_rich/sparql,What are all available universities and their city values?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT ?university ?city
WHERE {
  ?university a coresr-ont:University ;
              coresr-ont:locatedAt ?location .
  ?location coresr-ont:atState ?state .
  ?state coresr-ont:inCity ?city .
}",True,OK,True,OK,True,OK,True,10,"[""university"", ""city""]",OK,692
693,sparql-axiom-core_scholar_shallow-cot-temp1.0-Which departments have the highest number of agents missing family name information?,sparql,axiom,core_scholar_shallow,core_scholar_shallow,cot,1.0,temp1.0,15,complex,<FUSEKI_SERVER>/core_scholar_shallow/sparql,Which departments have the highest number of agents missing family name information?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>

SELECT ?department (COUNT(?agent) AS ?missingFamilyNameCount)
WHERE {
  ?agent a coress-ont:Agent .
  ?agent coress-ont:worksInDepartment ?department .
  FILTER NOT EXISTS {
    ?agent coress-ont:hasFamilyName ?familyName .
  }
}
GROUP BY ?department
ORDER BY DESC(?missingFamilyNameCount)
LIMIT 1",True,OK,False,OK,True,OK,False,0,"[""department"", ""missingFamilyNameCount""]",OK,693
694,sparql-nen-kwg-cot-temp1.0-What are all the available damage details that have been impacted by a hazard?,sparql,nen,kwg,kwg,cot,1.0,temp1.0,12,complex,<FUSEKI_SERVER>/kwg/sparql,What are all the available damage details that have been impacted by a hazard?,"PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX kwgr: <http://stko-kwg.geog.ucsb.edu/lod/resource/>

SELECT DISTINCT ?hazard ?damageType ?damageValue
WHERE {
  ?impactObs a kwg-ont:ImpactObservation ;
             sosa:hasFeatureOfInterest ?hazard ;
             sosa:observedProperty ?damageType ;
             sosa:hasSimpleResult ?damageValue .
  ?hazard a kwg-ont:NOAAHazardEvent .
  ?damageType rdfs:subClassOf* kwg-ont:ImpactObservableProperty .
  FILTER ( CONTAINS(str(?damageType), ""damage"") )
}",True,OK,False,OK,True,OK,False,0,"[""hazard"", ""damageType"", ""damageValue""]",OK,694
695,sparql-nen-kwg_lite-0_shot-temp0.0-What are all the available damage details that have been impacted by a hazard?,sparql,nen,kwg_lite,kwg_lite,0_shot,0.0,temp0.0,12,complex,<FUSEKI_SERVER>/kwg_lite/sparql,What are all the available damage details that have been impacted by a hazard?,"PREFIX kwgl-ont: <http://stko-kwg.geog.ucsb.edu/lod/lite-ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT ?hazard ?cropDamage ?infrastructureDamage ?numberOfDeaths ?affectedArea
WHERE {
  ?hazard a kwgl-ont:HazardEvent .
  OPTIONAL {
    ?hazard kwgl-ont:damageToCropsInDollars ?cropDamage .
  }
  OPTIONAL {
    ?hazard kwgl-ont:damageToInfrastructureInDollars ?infrastructureDamage .
  }
  OPTIONAL {
    ?hazard kwgl-ont:numberOfDeaths ?numberOfDeaths .
  }
  OPTIONAL {
    ?hazard kwgl-ont:affectedAreaInAcres ?affectedArea .
  }
}",True,OK,True,OK,True,OK,True,10,"[""hazard"", ""cropDamage"", ""infrastructureDamage"", ""numberOfDeaths"", ""affectedArea""]",OK,695
696,sparql-nen-core_scholar_shallow-cot-temp0.0-What are all available publications and their DOI values?,sparql,nen,core_scholar_shallow,core_scholar_shallow,cot,0.0,temp0.0,2,simple,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What are all available publications and their DOI values?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
SELECT ?publication ?doi
WHERE {
  ?publication a coress-ont:Publication .
  ?publication coress-ont:hasDOI ?doi .
}",True,OK,True,OK,True,OK,True,20,"[""publication"", ""doi""]",OK,696
697,sparql-nen-core_scholar_rich-cot-temp1.0-What are all available publications and their submission dates?,sparql,nen,core_scholar_rich,core_scholar_rich,cot,1.0,temp1.0,4,simple,<FUSEKI_SERVER>/core_scholar_rich/sparql,What are all available publications and their submission dates?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
SELECT ?publication ?submissionDate
WHERE {
  ?publication coresr-ont:dateOfSubmission ?submissionDate .
}",True,OK,True,OK,True,OK,True,20,"[""publication"", ""submissionDate""]",OK,697
698,sparql-nen-core_scholar_shallow-0_shot-temp0.0-Which authors have advisors and also submitted publications by each field?,sparql,nen,core_scholar_shallow,core_scholar_shallow,0_shot,0.0,temp0.0,14,complex,<FUSEKI_SERVER>/core_scholar_shallow/sparql,Which authors have advisors and also submitted publications by each field?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT ?field (GROUP_CONCAT(DISTINCT ?author; separator="", "") AS ?authors)
WHERE {
  ?author a coress-ont:Author .
  ?author coress-ont:advisedBy [] .
  ?author coress-ont:submits ?publication .
  ?publication coress-ont:associatedFieldOfStudy ?field .
}
GROUP BY ?field",True,OK,True,OK,True,OK,True,10,"[""field"", ""authors""]",OK,698
699,sparql-ttl-kwg-0_shot-temp0.0-What are all the available impact factor details for all hazard events?,sparql,ttl,kwg,kwg,0_shot,0.0,temp0.0,11,complex,<FUSEKI_SERVER>/kwg/sparql,What are all the available impact factor details for all hazard events?,"PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT ?hazardEvent ?impactPropertyLabel ?impactValue
WHERE {
  ?impactCollection a kwg-ont:ImpactObservationCollection ;
                    sosa:hasFeatureOfInterest ?hazardEvent ;
                    sosa:hasMember ?impactObservation .
  ?impactObservation sosa:observedProperty ?impactProperty ;
                     sosa:hasSimpleResult ?impactValue .
  ?impactProperty rdfs:label ?impactPropertyLabel .
}",True,OK,False,OK,True,OK,False,0,"[""hazardEvent"", ""impactPropertyLabel"", ""impactValue""]",OK,699
700,sparql-axiom-core_scholar_rich-0_shot-temp1.0-What publications involve people from more than one department?,sparql,axiom,core_scholar_rich,core_scholar_rich,0_shot,1.0,temp1.0,12,complex,<FUSEKI_SERVER>/core_scholar_rich/sparql,What publications involve people from more than one department?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>

SELECT ?publication
WHERE {
    ?publication (coresr-ont:submittedBy|coresr-ont:hasContributor)/coresr-ont:isPerformedBy ?agent .
    ?agent coresr-ont:associatedWith ?department .
}
GROUP BY ?publication
HAVING (COUNT(DISTINCT ?department) > 1)",True,OK,False,OK,True,OK,False,0,"[""publication""]",OK,700
701,sparql-axiom-core_scholar_shallow-cot-temp0.0-What publication types have the longest average time between submission and publication?,sparql,axiom,core_scholar_shallow,core_scholar_shallow,cot,0.0,temp0.0,13,complex,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What publication types have the longest average time between submission and publication?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT ?publicationType (AVG(?publicationDate - ?submissionDate) AS ?avgTimeDifference)
WHERE {
  ?publication a coress-ont:Publication .
  ?publication coress-ont:hasPublicationType ?publicationType .
  ?publication coress-ont:dateOfSubmission ?submissionDate .
  ?publication coress-ont:dateOfPublication ?publicationDate .
}
GROUP BY ?publicationType
ORDER BY DESC(?avgTimeDifference)",True,OK,True,OK,True,OK,True,20,"[""publicationType"", ""avgTimeDifference""]",OK,701
702,sparql-axiom-core_scholar_shallow-0_shot-temp0.0-Which universities in each state are associated with the most publications?,sparql,axiom,core_scholar_shallow,core_scholar_shallow,0_shot,0.0,temp0.0,11,complex,<FUSEKI_SERVER>/core_scholar_shallow/sparql,Which universities in each state are associated with the most publications?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT ?state ?university ?publicationCount
WHERE {
  {
    SELECT ?state (MAX(?count) as ?maxCount)
    WHERE {
      {
        SELECT ?state ?university (COUNT(DISTINCT ?publication) as ?count)
        WHERE {
          ?publication coress-ont:submittedBy ?author .
          ?author a coress-ont:Author .
          ?agent coress-ont:performsRole ?author .
          ?agent coress-ont:worksInDepartment ?department .
          ?department coress-ont:departmentOf ?college .
          ?college coress-ont:collegeOf ?university .
          ?university coress-ont:atState ?state .
        }
        GROUP BY ?state ?university
      }
    }
    GROUP BY ?state
  }
  {
    SELECT ?state ?university (COUNT(DISTINCT ?publication) as ?publicationCount)
    WHERE {
      ?publication coress-ont:submittedBy ?author .
      ?author a coress-ont:Author .
      ?agent coress-ont:performsRole ?author .
      ?agent coress-ont:worksInDepartment ?department .
      ?department coress-ont:departmentOf ?college .
      ?college coress-ont:collegeOf ?university .
      ?university coress-ont:atState ?state .
    }
    GROUP BY ?state ?university
  }
  FILTER (?publicationCount = ?maxCount)
}
ORDER BY ?state",True,OK,False,OK,True,OK,False,0,"[""state"", ""university"", ""publicationCount""]",OK,702
